symbol,start_ts,level_price,side,label,body_volume_slope,price_return_kurtosis,volume_autocorrelation,poc_to_level_dist,squeeze_ratio,taker_ratio,wall_size_usd,wall_eaten_pct,book_depth_behind,book_imbalance,box_width_pct,duration_mins,episode_touches,volume_trend,level_touches,tick_speed_accel,trade_size_entropy,buy_sell_clustering
ENJUSDT,1774314600000,0.0216781,resistance,REJECTED,-0.04465781339847022,2.363795017413731,0.5924378962492527,-0.007450886038517096,0.48837209302324835,0.4885154517340758,134984.85519,-0.25402253955022647,312402.12108,0.20089638025797374,0.02076,60.0,3,-0.202608,100,0.2,1.42226067423286,0.750392054364872
ENJUSDT,1774326900000,0.02067455,support,REJECTED,0.0013820781404812127,8.137087384509353,0.039281207777877324,0.0012309820528137144,1.16666666666658,0.47906650008393487,111954.33572,0.258318783970806,445492.03898,0.11333411719991904,0.01838,235.0,5,0.008363,418,,,
ENJUSDT,1774348200000,0.02067455,support,REJECTED,0.0027117349070635375,2.3250118554625474,0.17741279371501983,-0.0019129799681250285,1.0833333333333885,0.48370438701257706,128149.73938,-0.4008534550929983,487456.29109,0.01335706741503537,0.02757,340.0,18,0.013016,418,0.6,0.6875252071727501,0.8113462024782938
ENJUSDT,1774370100000,0.02067455,support,REJECTED,0.0013095059221155763,3.735295408333643,0.01660926717767183,0.003649414376612683,0.27272727272729996,0.4311346382321981,98896.45192,0.2388935771284768,403591.07462,-0.08301362831081252,0.01838,200.0,16,0.00663,418,0.4,1.2253162967863045,0.6509291813159217
ENJUSDT,1774389600000,0.02067455,support,REJECTED,-0.016475614984746263,0.34860536874893056,0.18634694567238008,0.009033608444860288,0.8181818181817925,0.4615809243231095,134283.63789,-0.009767616308517413,447792.32985,0.07016325830138746,0.00484,60.0,0,-0.086323,418,,,
ENJUSDT,1774407600000,0.0216781,resistance,REJECTED,-0.00566593972355223,0.8279932980049609,0.048183856412889935,-0.0038090830935609684,1.0000000000000435,0.4888809389416741,103126.06524,0.06758567800247173,246466.265,0.10490117275680674,0.01707,40.0,2,-0.04531,100,0.2,1.8910643184726812,0.7912145607280364
ENJUSDT,1774466400000,0.02067455,support,REJECTED,-0.011917270962740102,1.349293338785035,0.08191784391187272,0.004069457885483273,1.1666666666664642,0.40735237174845407,124622.08638,0.08244748547908354,438473.99217,0.013044223034854557,0.01112,105.0,1,-0.069429,418,,,
ENJUSDT,1774479900000,0.02067455,support,REJECTED,0.010140829086304093,-0.24382488016603476,0.32604351075600857,0.008957236897792908,1.2222222222222223,0.500666506431463,116115.61435,-0.1109579934967384,384240.2642,-0.014217814877540369,0.00435,50.0,0,-0.026655,418,,,
ENJUSDT,1774485300000,0.02067455,support,BROKE,0.0009779287018152093,8.285722570704522,0.08185599602568723,-0.004980570441996559,1.1666666666665992,0.42793805313364164,100672.98559,0.0863006322575085,332601.4272,0.0794490100892286,0.02709,300.0,3,0.00347,418,0.4,1.1303818156949255,0.7249695493300853
ENJUSDT,1774525200000,0.02067455,resistance,BROKE,-0.002155952670718976,4.640528810814015,0.674547451746615,0.013475886765943652,0.4999999999999877,0.5006915409265289,79342.65326,0.10435409147817465,220095.06648,0.09760283395479602,0.03192,165.0,9,-0.012974,418,0.0,2.239615795354709,0.898876404494382
ENJUSDT,1774538400000,0.0216781,support,REJECTED,-0.018794621533688386,2.480407043448666,0.5718362474069212,0.014618439807916835,0.4184397163120564,0.5058327819396894,110317.42504,-0.2576474989708628,543507.10801,0.04783471327143483,0.0572,45.0,2,-0.141083,100,-1.2,1.7433725370418969,0.8243827783246878
ENJUSDT,1774543800000,0.02266716,support,BROKE,-0.007686423508398177,-0.138035488931473,0.2520105069749599,-0.008454243240464406,0.7346938775510227,0.5022022626555996,152330.79618,-0.054132094369297556,688997.28918,0.2392021769829194,0.03882,70.0,2,0.00223,67,-0.4,1.7910858835080594,0.7689715896945205
ENJUSDT,1774549800000,0.02266716,resistance,REJECTED,-0.0008211887140803342,-0.2694942290205291,0.4065845047792364,0.0015184499235202451,0.7307692307692514,0.4803608218881451,92696.04365,0.04036516863020667,451336.33078,0.4109544773307313,0.02647,50.0,4,-0.027481,67,0.2,1.7162505111213255,0.9200678469203859
ENJUSDT,1774554900000,0.02266716,resistance,REJECTED,-0.02374486295100126,2.29506203875264,0.6352813711249184,0.004978126946648938,0.722222222222233,0.4907504076264308,91591.48408,0.19025129799683205,393835.67397,0.32632342701604944,0.03353,115.0,6,-0.128672,67,0.2,1.8320369068552087,0.5810493343774471
ENJUSDT,1774589700000,0.0216781,support,BROKE,0.0054955933258905975,-0.01364433809191734,0.18227191126588332,0.0011559082547290636,0.833333333333314,0.4823135675765178,195091.66559,-0.42862994174686175,576503.88671,0.2803899738755382,0.02491,125.0,8,0.022138,100,0.2,1.3577959114318567,0.7926574262157965
ENJUSDT,1774608900000,0.02067455,support,REJECTED,0.0011447481111581273,1.430624637781134,0.1546792920958868,0.0008745814998326636,0.5384615384615508,0.5565258471144875,164597.60212,-0.2535401726419517,512187.75365,0.16246111021820828,0.02418,340.0,20,0.002374,418,,,
ENJUSDT,1774632300000,0.02067455,support,BROKE,-0.0017927506336264832,2.028196256149572,0.17780928713306043,0.0003272520791836663,1.9999999999997222,0.44058286106543776,137169.98808,0.22160221359933918,499148.51592,0.12425490879497819,0.02515,275.0,24,-0.010228,418,0.2,0.4722849387444358,0.5795904016876153
ENJUSDT,1774663200000,0.01978988,resistance,REJECTED,-0.010491240496622754,1.6865375567403742,0.28390653031349156,-0.0023343137741958626,1.5000000000000577,0.4099619385475197,131646.89662,-0.10368738449427561,268772.09239,0.15034709017743558,0.02375,90.0,1,-0.046892,327,0.2,1.0864013658075922,0.8764227642276422
ENJUSDT,1774671300000,0.01978988,support,REJECTED,0.0019926169010650017,8.999151717198599,-0.057114692557113336,-0.00245399216803316,1.1999999999999167,0.5038496798482374,146764.35003,0.1599091429652051,406978.41812,0.07652940247540609,0.02324,115.0,7,0.007647,327,0.2,0.8322844738113865,1.026
ENJUSDT,1774681200000,0.01978988,support,REJECTED,-0.001256119461005376,21.601652716032152,0.44635433652230894,0.004553842671102733,0.5555555555555941,0.5012879753208779,129748.07344,0.25469682279517114,377368.7495,0.02704395873695358,0.02072,495.0,27,-0.007024,327,0.0,0.8205642491401594,0.9084398976982098
ENJUSDT,1774711200000,0.01978988,resistance,BROKE,0.0005498072325498607,19.58091422050745,0.16773463235609862,-0.008929923034558902,2.083333333333331,0.4975889452085542,124410.77573,-0.021909523568694356,280572.80629,0.06390201708327918,0.02425,310.0,17,0.013624,327,0.2,0.6908381852723263,0.7901819931908521
ENJUSDT,1774734900000,0.01978988,resistance,BROKE,-0.00167578346978252,1.752214233070576,0.14448126624795063,0.0020272988012055215,0.5384615384615508,0.509498587314466,78683.97518,-0.01715935405641189,200593.685,0.22286018190445583,0.02527,190.0,14,-0.004722,327,0.4,1.0968197371703907,0.9157055882789685
ENJUSDT,1774765200000,0.01978988,support,REJECTED,-0.0005361859079157979,1.4783887924878738,0.09279646427153809,0.0063623161779763375,1.7500000000000002,0.49957138158787406,129566.59114,0.04697518560555913,416037.97986,0.07410317390650885,0.01617,255.0,5,-0.001897,327,0.2,1.7642372660955012,0.8860759493670886
ENJUSDT,1774785600000,0.02067455,resistance,REJECTED,-0.03846784527775149,1.8343344629225418,0.7288654505242319,-0.002714881212332183,0.25641025641025833,0.4748718281298468,130317.25861,-0.37939247549522914,347241.44136,0.06352237958661153,0.04256,60.0,6,-0.163802,418,-0.4,1.4654403465634127,0.8029800342450857
ENJUSDT,1774813800000,0.02067455,support,REJECTED,-0.00426292252944412,19.01574327349342,0.39570856907808777,-0.001696593918100897,0.28124999999999084,0.4802424285065926,148969.93488,0.12380713556905965,480045.88342,0.17652978927186067,0.03386,380.0,25,-0.02322,418,0.2,1.1165248644874222,0.8447573175250093
ENJUSDT,1774848000000,0.02067455,support,REJECTED,-2.2074263346716872e-05,1.658514183205622,0.03786095261523823,0.00623331838572442,0.5999999999999583,0.45227957822211823,176844.16546,0.1078967833453911,676396.94205,0.04902691231091141,0.01306,85.0,1,0.01713,418,0.2,1.3306162391399345,0.8028707242054245
ENJUSDT,1774860000000,0.02067455,support,REJECTED,-0.004620962024352515,1.7864572671516172,0.07842813408130062,0.006933390900508345,0.7999999999999722,0.5376132513937322,185309.08669,0.1285683953326625,549823.24253,0.246924816377017,0.00871,110.0,0,-0.010674,418,0.0,0.0,1.0
ENJUSDT,1774881000000,0.02067455,support,BROKE,-0.0022558951751007494,12.158080837448782,0.2065461286181723,0.002338369485290221,0.5454545454545283,0.4304811655348928,182207.51918,-0.0720799365301068,460618.59323,0.13018006191315812,0.02564,205.0,10,-0.011974,418,0.0,0.0,1.0
ENJUSDT,1774898100000,0.02067455,resistance,REJECTED,-0.002374753589618924,1.2638824863990146,0.29580475172417414,-0.00650800138334332,0.8333333333332852,0.49651154077803444,196995.89892,-0.3462284480995017,361595.52244,0.013667131217831596,0.01838,255.0,5,-0.012452,418,0.2,0.4119286908265326,0.780442945819603
ENJUSDT,1774914900000,0.02067455,resistance,REJECTED,-0.003973212489994964,6.56244340787387,0.08525048542415943,-0.010148378460219865,0.571428571428536,0.4632873147367757,170603.95737,0.1158013795960936,309182.78756,-0.0021941861266444357,0.00967,120.0,0,-0.027234,418,0.0,0.0,1.0
